"Order Line/Order Reference","Order Line/Product","Order Line/Unit Price","Order Line/Quantity","Order Line/Received Qty","Order Line/Subtotal","Order Line/Confirmed Date","Order Line/Expected Arrival Time","Order Line/Partner","Order Line/Company","Order Line/Created By","Order Line/Status","Order Line/Order Reference/Actual Ship Date"
"ILP25089005","[G98339] Shunling Coconut Sesame Paste 10bags*1000g","34.41","1.0","1.0","34.41","2025-08-25 16:21:44","2025-10-14 16:21:44","Xinglin Crown Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088678","[A38212] CHENGRUN Milk Plant-Based Drinks 24btls*330ml","12.19","47.0","47.0","572.93","2025-08-25 14:50:09","2025-10-26 14:50:09","Nanxi Green Leaf Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25088678","[A71127] CHENGRUN Grape Beverages 15btls*480ml","19.29","6.0","6.0","115.74","2025-08-25 14:50:09","2025-10-26 14:50:09","Nanxi Green Leaf Trading Co., LTD","Crestline Chicago Inc","Grace Zhao","done",""
"NJP25088058","[VSC45173] Youle Original Skin Care 400ml","4.35","15.0","15.0","65.25","2025-08-25 14:10:28","2025-08-30 14:10:28","Summit Orient Imports Inc.","Crestline New Jersey Inc","Nora Sun","done","2025-08-26"
"NJP25088058","[A32387] FENGFU Brown Sugar Sparkling Water 24btls*500ml","21.04","1.0","1.0","21.04","2025-08-25 14:10:28","2025-08-30 14:10:28","Summit Orient Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NWP25088338 (OL4481-3)","[F06157] Xixiang Chocolate Mixed Grains 6bags*70g","44.39","24.0","24.0","1065.36","2025-08-25 11:37:35","2025-10-30 11:37:35","Jiangbei Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP25088338 (OL4481-3)","[E56203] Zhouyou Taro Chili Seasonings 8bags*1000g","39.1","1.0","1.0","39.1","2025-08-25 11:37:35","2025-10-30 11:37:35","Jiangbei Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP25088338 (OL4481-3)","[A92139] Baoan Beef Milk 24btls*480ml","15.73","2.0","2.0","31.46","2025-08-25 11:37:35","2025-10-30 11:37:35","Jiangbei Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"TXP25089182","[E27390] XIANGYOU Oolong Chili Seasonings 8bags*1000g","50.23","1.0","1.0","50.23","2025-08-25 08:08:28","2025-10-07 08:08:28","Hengshan Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP25089182","[Z46350] Shunfeng Seafood Detergent 30bags*70g","37.74","1.0","1.0","37.74","2025-08-25 08:08:28","2025-10-07 08:08:28","Hengshan Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP25089182","[G50228] XIANGYOU Red Bean Cooking Wine 20bags*100g","35.5","1.0","1.0","35.5","2025-08-25 08:08:28","2025-10-07 08:08:28","Hengshan Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"NWP25088065","[FE53175] YUANCHUAN Red Bean Ice Cream 8boxes*4bags*88ml","32.89","7.0","7.0","230.23","2025-08-24 16:18:31","2025-08-29 16:18:31","Summit Orient Imports Inc.","Crestline Northwest Inc","Yan Qin (Lina)","done",""
"NWP25088608 (OL4420-1)","[A16378] FENGFENG Green Tea Sparkling Water 12btls*500ml","11.79","50.0","50.0","589.5","2025-08-24 15:51:08","2025-10-25 15:51:08","Nanxi Green Leaf Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP25088608 (OL4420-1)","[A38212] CHENGRUN Milk Plant-Based Drinks 24btls*330ml","12.16","14.0","14.0","170.24","2025-08-24 15:51:08","2025-10-25 15:51:08","Nanxi Green Leaf Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP25088608 (OL4420-1)","[A29340] FENGFENG Matcha Plant-Based Drinks 12btls*480ml","10.2","1.0","1.0","10.2","2025-08-24 15:51:08","2025-10-25 15:51:08","Nanxi Green Leaf Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"TXP25088347","[VMU76139] Luxi Brown Sugar Cosmetics 60ml","13.07","24.0","24.0","313.68","2025-08-24 14:42:37","2025-10-28 14:42:37","Yuhua Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP25088347","[VSC89340] Luxi Grape Skin Care 200ml","10.18","29.0","29.0","295.22","2025-08-24 14:42:37","2025-10-28 14:42:37","Yuhua Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"TXP25088347","[A45365] LIANGYUE Lychee Sparkling Water 12btls*330ml","15.44","60.0","60.0","926.4","2025-08-24 14:42:37","2025-10-28 14:42:37","Yuhua Foods USA Inc","Crestline Houston Inc","Harvey Sun","done",""
"ILP25088447","[L19106] YOULING Mango Jujube 24bags*200g","47.08","1.0","1.0","47.08","2025-08-24 10:24:12","2025-10-20 10:24:12","Qinglan Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088447","[A55116] XIANYOU Milk Coconut Milk 12btls*330ml","11.09","6.0","6.0","66.54","2025-08-24 10:24:12","2025-10-20 10:24:12","Qinglan Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088447","[FA48131] WEIFENG Corn Frozen Pastries&Pancakes&Baked Pancakes 30bags*70g","26.02","9.0","9.0","234.18","2025-08-24 10:24:12","2025-10-20 10:24:12","Qinglan Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088447","[H05147] YOULING Honey Pickled Products 8bags*200g","53.2","6.0","6.0","319.2","2025-08-24 10:24:12","2025-10-20 10:24:12","Qinglan Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"CAP25088956","[G44345] ANZHU Strawberry Dipping Sauce 24bags*70g","13.47","22.0","14.0","296.34","2025-08-24 10:11:52","2025-08-29 10:11:52","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088956","[A52240] Songzhu Grape Sparkling Water 20btls*330ml","16.7","9.0","9.0","150.3","2025-08-24 10:11:52","2025-08-29 10:11:52","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088956","[VPC79142] Maibao Seafood Eye Care 400ml","5.24","144.0","124.0","754.56","2025-08-24 10:11:52","2025-08-29 10:11:52","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088956","[VPC50200] Maibao Spicy Personal Care 200ml","7.05","1.0","1.0","7.05","2025-08-24 10:11:52","2025-08-29 10:11:52","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088956","[VHS64175] Maibao Jujube Health & Nutrition Drinks 200ml","8.63","67.0","67.0","578.21","2025-08-24 10:11:52","2025-08-29 10:11:52","Evergreen Crown Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"NWP25088839","[L13277] Xianyue Brown Sugar Tofu Skin 8bags*150g","74.6","1.0","1.0","74.6","2025-08-24 09:29:38","2025-10-22 09:29:38","Lanting Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP25088839","[E39262] ZHUYUN Coconut White Sugar 10bags*400g","30.56","1.0","1.0","30.56","2025-08-24 09:29:38","2025-10-22 09:29:38","Lanting Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"NWP25088839","[G71266] ZHUYUN Pineapple Syrup 8bags*70g","25.26","1.0","1.0","25.26","2025-08-24 09:29:38","2025-10-22 09:29:38","Lanting Orient Trading Co., LTD","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"ILP25088558","[E32256] YOUFENG Spicy Chili Seasonings 24bags*150g","18.3","1.0","1.0","18.3","2025-08-24 09:20:26","2025-09-03 09:20:26","Morning Harvest Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088558","[D20331] JINSONG Lemon Instant Noodles 12bags*200g","12.91","1.0","1.0","12.91","2025-08-24 09:20:26","2025-09-03 09:20:26","Morning Harvest Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088558","[G78186] Baochen Sea Salt MSG&Seasoning Powder 20bags*200g","46.84","1.0","1.0","46.84","2025-08-24 09:20:26","2025-09-03 09:20:26","Morning Harvest Imports Inc.","Crestline Chicago Inc","Jason Qian","done","2025-08-27"
"ILP25088558","[CJ44363] YOUFENG Peach BBQ Sauce 24bags*200g","35.71","12.0","12.0","428.52","2025-08-24 09:20:26","2025-09-03 09:20:26","Morning Harvest Imports Inc.","Crestline Chicago Inc","Jason Qian","done","2025-08-27"
"ILP25088816","[VHS64175] Maibao Jujube Health & Nutrition Drinks 200ml","8.65","25.0","25.0","216.25","2025-08-23 19:23:54","2025-08-28 19:23:54","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088816","[VHK30154] Maibao Melon Home Cleaning 250ml","13.05","72.0","72.0","939.6","2025-08-23 19:23:54","2025-08-28 19:23:54","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088816","[E52272] ANZHU Jujube Chili Seasonings 10bags*200g","23.7","18.0","17.0","426.6","2025-08-23 19:23:54","2025-08-28 19:23:54","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088816","[G65293] ANZHU Chocolate Chili Sauce 24bags*500g","43.07","5.0","5.0","215.35","2025-08-23 19:23:54","2025-08-28 19:23:54","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088816","[G44345] ANZHU Strawberry Dipping Sauce 24bags*70g","12.51","1.0","1.0","12.51","2025-08-23 19:23:54","2025-08-28 19:23:54","Evergreen Crown Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"CAP25088893","[VSC77229] CHENWAN Grape Skin Care 60ml","7.55","26.0","26.0","196.3","2025-08-23 18:38:39","2025-10-07 18:38:39","Willow Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088893","[Z51230] Xingxiang Corn Packaging 6bags*1000g","16.98","1.0","1.0","16.98","2025-08-23 18:38:39","2025-10-07 18:38:39","Willow Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088893","[VBB72309] CHENWAN Pineapple Baby Products 150ml","9.86","867.0","867.0","8548.62","2025-08-23 18:38:39","2025-10-07 18:38:39","Willow Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088893","[Z12230] Xingxiang Brown Sugar Packaging 8bags*200g","41.53","20.0","20.0","830.6","2025-08-23 18:38:39","2025-10-07 18:38:39","Willow Orient Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"ILP25088069 (OL3061-2)","[A51343] FENGFU Spicy Probiotic Drinks 12btls*330ml","11.75","177.0","177.0","2079.75","2025-08-23 18:09:25","2025-08-28 18:09:25","Summit Orient Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"NJP25088412","[L19106] YOULING Mango Jujube 24bags*200g","46.87","1.0","1.0","46.87","2025-08-23 17:56:36","2025-10-19 17:56:36","Qinglan Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088412","[FA72146] WEIFENG Honey Frozen Pastries&Pancakes&Baked Pancakes 20bags*200g","40.44","1.0","1.0","40.44","2025-08-23 17:56:36","2025-10-19 17:56:36","Qinglan Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088412","[A11282] XIANYOU Red Bean Milk 12btls*330ml","18.61","2.0","2.0","37.22","2025-08-23 17:56:36","2025-10-19 17:56:36","Qinglan Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088412","[A59240] XIANYOU Beef Ready-to-Drink Tea 20btls*480ml","14.86","1.0","1.0","14.86","2025-08-23 17:56:36","2025-10-19 17:56:36","Qinglan Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NWP25088664 (OL3434-1)","[E27158] Chuanlan Taro Scallion 12bags*70g","14.37","20.0","20.0","287.4","2025-08-23 17:35:34","2025-10-23 17:35:34","Baiyun Foods USA Inc","Crestline Northwest Inc","Peng Xie (Jason)","done",""
"TXP25089035","[VSC46179] Fengmai Five Spice Skin Care 200ml","10.13","38.0","38.0","384.94","2025-08-23 15:08:24","2025-10-12 15:08:24","Nanxi Bridge Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP25089035","[B09351] Anchuan Coconut Rice Crackers&Popcorn 10bags*1000g","19.63","7.0","7.0","137.41","2025-08-23 15:08:24","2025-10-12 15:08:24","Nanxi Bridge Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP25089035","[VCA78277] Yuantian Spicy Apparel & Accessories 200ml","13.76","68.0","68.0","935.68","2025-08-23 15:08:24","2025-10-12 15:08:24","Nanxi Bridge Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP25089035","[VCA33253] Yuantian Seafood Costume Jewelry 8bags*400g","14.86","3.0","3.0","44.58","2025-08-23 15:08:24","2025-10-12 15:08:24","Nanxi Bridge Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"NJP25088735 (OL2806-1)","[E52272] ANZHU Jujube Chili Seasonings 10bags*200g","24.97","56.0","56.0","1398.32","2025-08-23 13:57:28","2025-08-28 13:57:28","Evergreen Crown Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088735 (OL2806-1)","[VHK30154] Maibao Melon Home Cleaning 250ml","12.13","291.0","291.0","3529.83","2025-08-23 13:57:28","2025-08-28 13:57:28","Evergreen Crown Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088735 (OL2806-1)","[G65293] ANZHU Chocolate Chili Sauce 24bags*500g","39.76","16.0","16.0","636.16","2025-08-23 13:57:28","2025-08-28 13:57:28","Evergreen Crown Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088735 (OL2806-1)","[VPC79142] Maibao Seafood Eye Care 400ml","5.02","52.0","52.0","261.04","2025-08-23 13:57:28","2025-08-28 13:57:28","Evergreen Crown Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"CAP25088853","[A43260] Chenwei Lemon Ready-to-Drink Tea 15btls*500ml","12.92","27.0","27.0","348.84","2025-08-23 12:27:07","2025-10-23 12:27:07","Baiyun Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP25088853","[A33118] Chenwei BBQ Milk 12btls*330ml","12.57","3.0","3.0","37.71","2025-08-23 12:27:07","2025-10-23 12:27:07","Baiyun Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP25088853","[E17271] BAOSHUN Original Black Pepper 8bags*400g","41.05","7.0","7.0","287.35","2025-08-23 12:27:07","2025-10-23 12:27:07","Baiyun Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"NJP25088224 (OL2895-4)","[B87380] WANXIAN Pineapple Candy 10bags*70g","34.54","17.0","17.0","587.18","2025-08-23 10:26:19","2025-10-27 10:26:19","Yuhua Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP25088224 (OL2895-4)","[A13382] LIANGYUE Peach Ready-to-Drink Tea 20btls*330ml","10.5","46.0","46.0","483.0","2025-08-23 10:26:19","2025-10-27 10:26:19","Yuhua Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP25088224 (OL2895-4)","[A09275] LIANGYUE Pineapple Coconut Milk 15btls*480ml","11.33","6.0","6.0","67.98","2025-08-23 10:26:19","2025-10-27 10:26:19","Yuhua Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"NJP25088224 (OL2895-4)","[VSC33186] Luxi Milk Skin Care 250ml","6.71","599.0","599.0","4019.29","2025-08-23 10:26:19","2025-10-27 10:26:19","Yuhua Foods USA Inc","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"ILP25088927","[E62108] Qingyue Oolong Sichuan Pepper Seasonings 8bags*200g","17.48","4.0","4.0","69.92","2025-08-23 09:01:29","2025-10-30 09:01:29","Lanting Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088927","[R80133] Maiqing Seafood Fruit 8bags*500g","39.99","37.0","37.0","1479.63","2025-08-23 09:01:29","2025-10-30 09:01:29","Lanting Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088927","[F31364] Yunyuan Mango Rice 10bags*100g","22.65","1.0","1.0","22.65","2025-08-23 09:01:29","2025-10-30 09:01:29","Lanting Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088927","[F20249] Yunyuan Chocolate Rice 10bags*200g","17.25","1.0","1.0","17.25","2025-08-23 09:01:29","2025-10-30 09:01:29","Lanting Foods USA Inc","Crestline Chicago Inc","Jason Qian","done",""
"TXP25089081","[R15138] Maiqing Pineapple Vegetables 12bags*100g","13.72","1.0","1.0","13.72","2025-08-23 08:59:11","2025-10-30 08:59:11","Lanting Foods USA Inc","Crestline Houston Inc","JIE FAN","done",""
"TXP25089081","[VPC87320] Tianyue Milk Oral Care 10bags*150g","14.01","1.0","1.0","14.01","2025-08-23 08:59:11","2025-10-30 08:59:11","Lanting Foods USA Inc","Crestline Houston Inc","JIE FAN","done",""
"TXP25089081","[VCA68251] Ruizhou Vanilla Clothes & Apparel 8bags*500g","11.85","1.0","1.0","11.85","2025-08-23 08:59:11","2025-10-30 08:59:11","Lanting Foods USA Inc","Crestline Houston Inc","JIE FAN","done",""
"NJP25088016","[A77352] QINGQUAN Coconut Ready-to-Drink Tea 24btls*280ml","17.0","20.0","20.0","340.0","2025-08-22 19:20:21","2025-10-12 19:20:21","Qinglan Silk Road Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088016","[A16334] QINGQUAN Grape Plant-Based Drinks 24btls*500ml","13.06","29.0","29.0","378.74","2025-08-22 19:20:21","2025-10-12 19:20:21","Qinglan Silk Road Trading Co., LTD","Crestline New Jersey Inc","Nora Sun","done",""
"TXP25088821","[A16378] FENGFENG Green Tea Sparkling Water 12btls*500ml","11.14","53.0","53.0","590.42","2025-08-22 18:02:02","2025-10-23 18:02:02","Nanxi Green Leaf Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"TXP25088821","[A38212] CHENGRUN Milk Plant-Based Drinks 24btls*330ml","11.09","32.0","32.0","354.88","2025-08-22 18:02:02","2025-10-23 18:02:02","Nanxi Green Leaf Trading Co., LTD","Crestline Houston Inc","JIE FAN","done",""
"NJP25088695","[VHK94159] CHENWAN Strawberry Household Goods 500ml","6.9","337.0","337.0","2325.3","2025-08-22 16:06:37","2025-10-06 16:06:37","Willow Orient Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088695","[Z12230] Xingxiang Brown Sugar Packaging 8bags*200g","43.02","16.0","16.0","688.32","2025-08-22 16:06:37","2025-10-06 16:06:37","Willow Orient Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088695","[VSC77229] CHENWAN Grape Skin Care 60ml","8.38","9.0","9.0","75.42","2025-08-22 16:06:37","2025-10-06 16:06:37","Willow Orient Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088695","[VHB47257] CHENWAN Chocolate Hair 12bags*200g","3.09","-5.0","-5.0","-15.45","2025-08-22 16:06:37","2025-10-06 16:06:37","Willow Orient Imports Inc.","Crestline New Jersey Inc","Nora Sun","done",""
"ILP25088020","[FE08324] Chenqing Osmanthus Ice Cream 24boxes*4bags*88ml","37.98","79.0","79.0","3000.42","2025-08-22 16:00:29","2025-10-12 16:00:29","Qinglan Silk Road Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088020","[A59173] QINGQUAN Matcha Ready-to-Drink Tea 20btls*280ml","16.05","16.0","16.0","256.8","2025-08-22 16:00:29","2025-10-12 16:00:29","Qinglan Silk Road Trading Co., LTD","Crestline Chicago Inc","Jason Qian","done",""
"ILP25088259","[I42240] Xisong Honey Peanut Oil 10bags*400g","11.17","1.0","1.0","11.17","2025-08-22 15:01:31","2025-08-27 15:01:31","Blue Bay Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25088259","[I05237] Xisong Pineapple Sichuan Pepper Oil 30bags*70g","27.39","3.0","3.0","82.17","2025-08-22 15:01:31","2025-08-27 15:01:31","Blue Bay Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25088259","[G71202] CHUANRUI Green Tea MSG&Seasoning Powder 12bags*70g","21.09","1.0","1.0","21.09","2025-08-22 15:01:31","2025-08-27 15:01:31","Blue Bay Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25088259","[I40137] Xisong Seafood Sichuan Pepper Oil 6bags*200g","21.63","5.0","5.0","108.15","2025-08-22 15:01:31","2025-08-27 15:01:31","Blue Bay Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25088259","[G97245] Yuanxiang Original Sauces 20bags*70g","19.72","1.0","1.0","19.72","2025-08-22 15:01:31","2025-08-27 15:01:31","Blue Bay Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"ILP25088259","[CJ44247] CHUANRUI Strawberry Salt 6bags*70g","36.25","2.0","2.0","72.5","2025-08-22 15:01:31","2025-08-27 15:01:31","Blue Bay Harvest Imports Inc.","Crestline Chicago Inc","Grace Zhao","done",""
"NJP25088174","[VCA48180] BAOXI Garlic Fashion Jewelry 200ml","7.07","4.0","4.0","28.28","2025-08-22 13:53:03","2025-09-05 13:53:03","Sakura Rising Sun Imports Inc.","Crestline New Jersey Inc","Xin Zhu (Leo)","done",""
"CAP25088600","[C48386] Zhouxi Spicy Drink Powder/Blocks 30bags*1000g","35.89","7.0","7.0","251.23","2025-08-22 12:29:26","2025-10-18 12:29:26","Songxi Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP25088600","[G40123] YUANQING Osmanthus Jam 10bags*150g","20.55","44.0","44.0","904.2","2025-08-22 12:29:26","2025-10-18 12:29:26","Songxi Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP25088600","[E33313] MEIJIN Osmanthus Black Pepper 6bags*1000g","36.88","11.0","11.0","405.68","2025-08-22 12:29:26","2025-10-18 12:29:26","Songxi Foods USA Inc","Crestline Pacific Inc","Hao Lyu (Owen)","done",""
"CAP25088405","[B27179] MAIWAN Five Spice Candy 10bags*70g","24.58","9.0","9.0","221.22","2025-08-22 11:08:52","2025-10-09 11:08:52","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088405","[B23232] Fuxi Green Tea Puffed Snacks 8bags*70g","41.43","124.0","124.0","5137.32","2025-08-22 11:08:52","2025-10-09 11:08:52","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088405","[G40194] Maijia Seafood Soybean Paste 30bags*100g","43.6","3.0","3.0","130.8","2025-08-22 11:08:52","2025-10-09 11:08:52","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088405","[E55188] Maijia Red Bean Cumin 8bags*1000g","16.74","1.0","1.0","16.74","2025-08-22 11:08:52","2025-10-09 11:08:52","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088405","[B05165] MAIWAN Mala Egg Snacks 20bags*200g","19.32","3.0","3.0","57.96","2025-08-22 11:08:52","2025-10-09 11:08:52","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088405","[B19354] MAIWAN Beef Seasoned Vegetarian Snacks 20bags*400g","31.52","75.0","75.0","2364.0","2025-08-22 11:08:52","2025-10-09 11:08:52","Fengcheng Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"NJP25088297","[B38141] MAIWAN Sea Salt Biscuits & Pastries&Cakes 12bags*70g","38.24","1.0","1.0","38.24","2025-08-22 10:41:25","2025-10-09 10:41:25","Fengcheng Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088297","[B05165] MAIWAN Mala Egg Snacks 20bags*200g","18.74","7.0","7.0","131.18","2025-08-22 10:41:25","2025-10-09 10:41:25","Fengcheng Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"NJP25088297","[B66373] Fuxi Pineapple Puffed/Flour Snacks 30bags*70g","31.32","5.0","5.0","156.6","2025-08-22 10:41:25","2025-10-09 10:41:25","Fengcheng Foods USA Inc","Crestline New Jersey Inc","Nora Sun","done",""
"TXP25089126 (OL2904-5)","[L28254] Xianyue Peach Jujube 8bags*100g","66.68","4.0","4.0","266.72","2025-08-22 09:41:17","2025-10-20 09:41:17","Lanting Orient Trading Co., LTD","Crestline Houston Inc","Harvey Sun","done",""
"TXP25089126 (OL2904-5)","[C13341] CHENBAO Five Spice Drink Powder/Blocks 10bags*150g","12.47","1.0","1.0","","2025-08-22 09:41:17","2025-10-20 09:41:17","Lanting Orient Trading Co., LTD","Crestline Houston Inc","Harvey Sun","done",""
"TXP25089126 (OL2904-5)","[E39262] ZHUYUN Coconut White Sugar 10bags*400g","29.47","6.0","6.0","176.82","2025-08-22 09:41:17","2025-10-20 09:41:17","Lanting Orient Trading Co., LTD","Crestline Houston Inc","Harvey Sun","done",""
"ILP25088750","[VBB72309] CHENWAN Pineapple Baby Products 150ml","9.59","450.0","450.0","4315.5","2025-08-22 08:03:27","2025-10-06 08:03:27","Willow Orient Imports Inc.","Crestline Chicago Inc","Jason Qian","done",""
"CAP25088451","[F53365] Xixiang Five Spice Rice 20bags*150g","37.61","1.0","1.0","37.61","2025-08-21 19:51:56","2025-10-26 19:51:56","Jiangbei Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088428 (OL2591-3)","[FA97196] Runliang Jujube Glutinous Rice Balls 8bags*200g","35.78","2.0","2.0","71.56","2025-08-21 18:55:52","2025-10-22 18:55:52","Nanxi Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088428 (OL2591-3)","[F18149] FENGGU Lemon Flour 12bags*200g","34.62","2.0","2.0","69.24","2025-08-21 18:55:52","2025-10-22 18:55:52","Nanxi Foods USA Inc","Crestline Pacific Inc","Lina Hua","done",""
"TXP25088946","[VHK30154] Maibao Melon Home Cleaning 250ml","12.01","14.0","14.0","168.14","2025-08-21 14:52:54","2025-08-26 14:52:54","Evergreen Crown Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP25088946","[VHS64175] Maibao Jujube Health & Nutrition Drinks 200ml","8.65","5.0","5.0","43.25","2025-08-21 14:52:54","2025-08-26 14:52:54","Evergreen Crown Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"TXP25088946","[VPC79142] Maibao Seafood Eye Care 400ml","5.01","4.0","4.0","20.04","2025-08-21 14:52:54","2025-08-26 14:52:54","Evergreen Crown Imports Inc.","Crestline Houston Inc","Harvey Sun","done",""
"CAP25088324","[I40137] Xisong Seafood Sichuan Pepper Oil 6bags*200g","23.76","1.0","1.0","23.76","2025-08-21 14:42:21","2025-08-26 14:42:21","Blue Bay Harvest Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088324","[I31399] Xisong Seafood Peanut Oil 10bags*150g","19.74","4.0","4.0","78.96","2025-08-21 14:42:21","2025-08-26 14:42:21","Blue Bay Harvest Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
"CAP25088324","[G45227] CHUANRUI Strawberry Sauces 10bags*70g","51.78","1.0","1.0","51.78","2025-08-21 14:42:21","2025-08-26 14:42:21","Blue Bay Harvest Imports Inc.","Crestline Pacific Inc","Lina Hua","done",""
